category,score
interop-2026-anchor-positioning,971
interop-2026-attr,846
interop-2026-container-style-queries,760
interop-2026-contrast-color,1000
interop-2026-custom-highlights,723
interop-2026-dialogs-and-popovers,968
interop-2026-fetch,713
interop-2026-indexeddb,41
interop-2026-jspi-for-wasm,1000
interop-2026-media-pseudo-classes,800
interop-2026-navigation,891
interop-2026-scoped-custom-element-registries,16
interop-2026-scroll-driven-animations,325
interop-2026-scroll-snap,609
interop-2026-shape,964
interop-2026-view-transitions,819
interop-2026-webcompat,888
interop-2026-webrtc,399
interop-2026-webtransport,781
interop-2026-zoom,1000
